PUNTO;ESTADO;REGION;BOTELLONES;VENTA;FECHA
BOKOBA;Inactivo;ATLANTICO;44,5;160200;2020-05-22 14:47:21.870
YUCAL;Activo;MAGDALENA;17,25;46575;2020-05-22 15:17:00.817
GAIRA;Inactivo;MAGDALENA;30,75;83025;2020-05-22 15:56:38.670
RODADERO 2;Inactivo;MAGDALENA;45,75;123525;2020-05-22 17:06:43.957
UNIMAGDALENA;Activo;MAGDALENA;18,5;49950;2020-05-22 18:15:00.147
PLAN PAREJO;Inactivo;BOLIVAR;90,5;325800;2020-05-23 08:02:00.307
CRUZ;Activo;BOLIVAR;89,25;321300;2020-05-23 08:08:19.273
GRANJA;Activo;BOLIVAR;222,75;801900;2020-05-23 08:15:29.433
ARJONA;Activo;BOLIVAR;52,75;189900;2020-05-23 09:12:05.943
TURBACO;Activo;BOLIVAR;64,25;231300;2020-05-23 09:46:57.213
ALTOS PLAN PAREJO;Activo;BOLIVAR;136;489600;2020-05-23 09:56:54.590
PUERTO COLOMBIA;Activo;ATLANTICO;143,8;517680;2020-05-24 11:32:45.600
3K;Activo;ATLANTICO;66;237600;2020-05-24 12:13:51.227
DON LEON;Activo;ATLANTICO;36,25;130500;2020-05-24 12:22:46.603
MARIA AUXILIADORA;Activo;ATLANTICO;16,25;58500;2020-05-24 12:43:51.220
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;0;0;2020-05-24 13:03:28.043
BOKOBA;Inactivo;ATLANTICO;50,75;182700;2020-05-24 13:36:32.357
DON ROBERTO;Activo;ATLANTICO;50,25;180900;2020-05-24 15:19:32.543
PORVENIR;Activo;ATLANTICO;45;162000;2020-05-24 15:25:29.813
PARAISO;Inactivo;ATLANTICO;33,5;120600;2020-05-24 15:35:16.270
EL REY;Activo;ATLANTICO;56;201600;2020-05-24 15:41:33.093
CASTELLANA;Inactivo;BOLIVAR;11,75;42300;2020-05-25 06:12:24.867
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;119,25;477000;2020-05-25 07:03:55.103
PLAN PAREJO;Inactivo;BOLIVAR;27;97200;2020-05-25 07:31:22.343
DON LEON;Activo;ATLANTICO;14,25;51300;2020-05-25 07:52:21.727
ALTOS PLAN PAREJO;Activo;BOLIVAR;96,75;348300;2020-05-25 08:00:05.510
CALLE 30;Inactivo;MAGDALENA;0;0;2020-05-25 08:02:02.540
EL REY;Activo;ATLANTICO;5,75;20700;2020-05-25 08:12:53.307
PARAISO;Inactivo;ATLANTICO;11,5;41400;2020-05-25 08:34:02.530
ALCAZARES;Inactivo;MAGDALENA;83;224100;2020-05-25 08:41:20.670
3K;Activo;ATLANTICO;26,25;94500;2020-05-25 08:47:57.007
PESCAITO;Inactivo;MAGDALENA;43,75;118125;2020-05-25 08:53:56.353
DELICIAS;Inactivo;MAGDALENA;76,5;206550;2020-05-25 09:10:56.790
TURBACO;Activo;BOLIVAR;45,5;163800;2020-05-25 09:21:20.320
CRUZ;Activo;BOLIVAR;55,25;198900;2020-05-25 09:39:22.013
JARDIN;Activo;MAGDALENA;36;97200;2020-05-25 09:40:19.347
MIRA CAMPESTRE;Inactivo;MAGDALENA;65,5;176850;2020-05-25 10:11:53.460
EDS EL RIO;Activo;MAGDALENA;114;307800;2020-05-25 10:25:16.797
GALICIA;Activo;MAGDALENA;109;294300;2020-05-25 10:40:00.387
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;23;92000;2020-05-25 11:34:59.743
BAVARIA;Inactivo;MAGDALENA;62;167400;2020-05-25 11:58:46.420
ARJONA;Activo;BOLIVAR;73,75;265500;2020-05-25 13:02:42.697
PORVENIR;Activo;ATLANTICO;15;54000;2020-05-25 14:25:58.693
DON ROBERTO;Activo;ATLANTICO;42;151200;2020-05-25 14:34:57.383
OLAYA;Inactivo;MAGDALENA;26,75;72225;2020-05-25 14:48:20.833
PUERTO COLOMBIA;Activo;ATLANTICO;122;439200;2020-05-25 15:04:02.023
CURINCA;Inactivo;MAGDALENA;59,75;161325;2020-05-25 15:12:27.100
UNIMAGDALENA;Activo;MAGDALENA;49,5;133650;2020-05-25 15:22:37.523
CIUDADELA;Activo;MAGDALENA;83,75;226125;2020-05-25 15:50:41.927
PANDO;Inactivo;MAGDALENA;11,5;31050;2020-05-25 16:02:37.330
ALMENDROS;Inactivo;MAGDALENA;0;0;2020-05-25 16:19:43.957
MARIA AUXILIADORA;Activo;ATLANTICO;8,5;30600;2020-05-25 16:52:51.917
YUCAL;Activo;MAGDALENA;73;197100;2020-05-25 17:02:48.140
BOKOBA;Inactivo;ATLANTICO;33,75;121500;2020-05-25 17:35:01.027
CIUDAD DEL SOL;Inactivo;MAGDALENA;41;110700;2020-05-25 17:40:29.033
FERROCARRIL;Activo;MAGDALENA;72,25;195075;2020-05-25 06:49:51.130
MARIA;Inactivo;ATLANTICO;21;75600;2020-05-18 12:41:59.663
GAIRA;Inactivo;MAGDALENA;78,75;212625;2020-05-25 18:14:25.660
RODADERO 2;Inactivo;MAGDALENA;95;256500;2020-05-25 18:25:32.960
MANZANARES;Activo;MAGDALENA;60,25;162675;2020-05-25 19:08:44.077
CASTELLANA;Inactivo;BOLIVAR;11,5;41400;2020-05-26 07:18:47.030
CALLE 30;Inactivo;MAGDALENA;151;407700;2020-05-26 08:23:16.203
CURINCA;Inactivo;MAGDALENA;26,5;71550;2020-05-26 08:45:12.407
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;59;236000;2020-05-26 09:09:21.270
GRANJA;Activo;BOLIVAR;263,25;947700;2020-05-26 09:11:46.283
BAVARIA;Inactivo;MAGDALENA;24,5;66150;2020-05-26 09:18:18.840
PLAN PAREJO;Inactivo;BOLIVAR;39,75;143100;2020-05-26 09:21:23.567
EDS EL RIO;Activo;MAGDALENA;59,25;159975;2020-05-26 09:41:08.960
ALTOS PLAN PAREJO;Activo;BOLIVAR;102;367200;2020-05-26 09:42:58.677
GALICIA;Activo;MAGDALENA;45;121500;2020-05-26 09:54:44.050
CRUZ;Activo;BOLIVAR;134,75;485100;2020-05-26 09:58:19.930
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;29;116000;2020-05-26 10:10:45.293
JARDIN;Activo;MAGDALENA;89;240300;2020-05-26 10:16:38.510
3K;Activo;ATLANTICO;69,25;249300;2020-05-26 10:28:30.250
DELICIAS;Inactivo;MAGDALENA;15,75;42525;2020-05-26 10:33:25.467
PARAISO;Inactivo;ATLANTICO;18,25;65700;2020-05-26 10:46:43.980
PESCAITO;Inactivo;MAGDALENA;31,25;84375;2020-05-26 10:50:54.570
GAIRA;Inactivo;MAGDALENA;11;29700;2020-05-26 11:25:30.097
TURBACO;Activo;BOLIVAR;45,75;164700;2020-05-26 12:40:23.123
ARJONA;Activo;BOLIVAR;27,5;99000;2020-05-26 13:37:35.993
CIUDADELA;Activo;MAGDALENA;14,75;39825;2020-05-26 13:49:07.820
DON ROBERTO;Activo;ATLANTICO;38,5;138600;2020-05-26 13:49:22.890
PORVENIR;Activo;ATLANTICO;17,5;63000;2020-05-26 13:53:33.183
DON LEON;Activo;ATLANTICO;51,25;184500;2020-05-26 14:03:42.180
MARIA AUXILIADORA;Activo;ATLANTICO;18;64800;2020-05-26 14:31:13.913
FERROCARRIL;Activo;MAGDALENA;46;124200;2020-05-26 14:34:13.443
ALCAZARES;Inactivo;MAGDALENA;43;116100;2020-05-26 15:41:48.473
OLAYA;Inactivo;MAGDALENA;10,75;29025;2020-05-26 15:51:32.673
PUERTO COLOMBIA;Activo;ATLANTICO;130,8;470880;2020-05-26 16:35:40.347
ALMENDROS;Inactivo;MAGDALENA;0;0;2020-05-26 17:07:46.677
YUCAL;Activo;MAGDALENA;24;64800;2020-05-26 17:29:47.367
MIRA CAMPESTRE;Inactivo;MAGDALENA;29,75;80325;2020-05-26 17:51:16.693
CIUDAD DEL SOL;Inactivo;MAGDALENA;13,5;36450;2020-05-26 18:13:33.777
BOKOBA;Inactivo;ATLANTICO;35,5;127800;2020-05-26 18:18:28.963
UNIMAGDALENA;Activo;MAGDALENA;23,25;62775;2020-05-26 18:37:05.340
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;63,25;253000;2020-05-27 07:23:48.870
JARDIN;Activo;MAGDALENA;58,5;157950;2020-05-27 07:46:13.967
EDS EL RIO;Activo;MAGDALENA;49,75;134325;2020-05-27 08:09:43.053
GALICIA;Activo;MAGDALENA;1,25;3375;2020-05-27 08:20:28.670
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;1;4000;2020-05-27 08:46:39.190
PLAN PAREJO;Inactivo;BOLIVAR;36,5;131400;2020-05-27 08:50:56.950
FERROCARRIL;Activo;MAGDALENA;17,75;47925;2020-05-27 09:52:09.713
GRANJA;Activo;BOLIVAR;122,25;440100;2020-05-27 09:56:37.500
ALCAZARES;Inactivo;MAGDALENA;19;51300;2020-05-27 09:59:23.300
BAVARIA;Inactivo;MAGDALENA;14,5;39150;2020-05-27 10:12:09.810
CRUZ;Activo;BOLIVAR;109;392400;2020-05-27 10:28:34.350
PESCAITO;Inactivo;MAGDALENA;22;59400;2020-05-27 10:42:38.907
3K;Activo;ATLANTICO;44;158400;2020-05-27 11:00:28.500
CALLE 30;Inactivo;MAGDALENA;0;0;2020-05-27 11:01:41.390
DELICIAS;Inactivo;MAGDALENA;30,25;81675;2020-05-27 11:05:20.310
CIUDADELA;Activo;MAGDALENA;16,25;43875;2020-05-27 11:09:21.263
DON LEON;Activo;ATLANTICO;20,5;73800;2020-05-27 11:20:59.223
UNIMAGDALENA;Activo;MAGDALENA;9,5;25650;2020-05-27 11:22:42.840
PANDO;Inactivo;MAGDALENA;6;16200;2020-05-27 11:36:22.513
PARAISO;Inactivo;ATLANTICO;10,5;37800;2020-05-27 11:44:54.917
CIUDAD DEL SOL;Inactivo;MAGDALENA;17,5;47250;2020-05-27 11:47:59.700
EL REY;Activo;ATLANTICO;63,5;228600;2020-05-27 11:52:09.253
MIRA CAMPESTRE;Inactivo;MAGDALENA;14;37800;2020-05-27 12:02:20.570
PUERTO COLOMBIA;Activo;ATLANTICO;51,2;184320;2020-05-27 12:35:44.570
DON ROBERTO;Activo;ATLANTICO;66,5;239400;2020-05-27 13:01:52.797
ARJONA;Activo;BOLIVAR;44,25;159300;2020-05-27 13:02:34.617
MANZANARES;Activo;MAGDALENA;3;8100;2020-05-27 19:08:44.077
PORVENIR;Activo;ATLANTICO;9;32400;2020-05-27 13:25:48.823
MARIA AUXILIADORA;Activo;ATLANTICO;7,5;27000;2020-05-27 14:02:32.157
CASTELLANA;Inactivo;BOLIVAR;14,25;51300;2020-05-27 14:08:04.153
ALMENDROS;Inactivo;MAGDALENA;0;0;2020-05-27 14:26:56.900
ALTOS PLAN PAREJO;Activo;BOLIVAR;92;331200;2020-05-27 14:33:06.087
OLAYA;Inactivo;MAGDALENA;1;2700;2020-05-27 15:14:18.190
RODADERO 2;Inactivo;MAGDALENA;51,75;139725;2020-05-27 15:45:08.397
GAIRA;Inactivo;MAGDALENA;17,5;47250;2020-05-27 16:13:37.777
BOKOBA;Inactivo;ATLANTICO;15,25;54900;2020-05-27 17:09:50.430
CURINCA;Inactivo;MAGDALENA;14,5;39150;2020-05-27 17:21:41.717
YUCAL;Activo;MAGDALENA;13;35100;2020-05-27 17:49:30.840
YUCAL;Activo;MAGDALENA;6,25;16875;2020-05-28 05:45:18.140
MIRA CAMPESTRE;Inactivo;MAGDALENA;10;27000;2020-05-28 06:09:11.403
CASTELLANA;Inactivo;BOLIVAR;1;3600;2020-05-28 06:18:46.117
CIUDAD DEL SOL;Inactivo;MAGDALENA;12;32400;2020-05-28 06:36:54.637
CURINCA;Inactivo;MAGDALENA;4,25;11475;2020-05-28 07:01:02.820
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;33;132000;2020-05-28 07:25:39.060
BAVARIA;Inactivo;MAGDALENA;16,75;45225;2020-05-28 07:41:57.460
FERROCARRIL;Activo;MAGDALENA;21;56700;2020-05-28 07:55:38.787
PLAN PAREJO;Inactivo;BOLIVAR;29;104400;2020-05-28 08:18:49.770
EL REY;Activo;ATLANTICO;27,25;98100;2020-05-28 08:19:17.720
ALCAZARES;Inactivo;MAGDALENA;24,75;66825;2020-05-28 08:34:04.300
PARAISO;Inactivo;ATLANTICO;13,75;49500;2020-05-28 08:44:05.263
3K;Activo;ATLANTICO;25,5;91800;2020-05-28 08:57:09.363
GRANJA;Activo;BOLIVAR;95,75;344700;2020-05-28 09:56:37.500
DELICIAS;Inactivo;MAGDALENA;34,25;92475;2020-05-28 09:20:28.730
PESCAITO;Inactivo;MAGDALENA;21;56700;2020-05-28 09:28:34.063
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;39;156000;2020-05-28 09:40:44.163
GALICIA;Activo;MAGDALENA;0,5;1350;2020-05-28 09:47:38.437
MANZANARES;Activo;MAGDALENA;23;62100;2020-05-28 10:14:06.817
OLAYA;Inactivo;MAGDALENA;4;10800;2020-05-28 10:20:59.067
MARIA AUXILIADORA;Activo;ATLANTICO;16,75;60300;2020-05-28 10:23:05.753
ALMENDROS;Inactivo;MAGDALENA;0;0;2020-05-29 10:56:34.237
UNIMAGDALENA;Activo;MAGDALENA;14;37800;2020-05-28 10:57:32.100
BOKOBA;Inactivo;ATLANTICO;11;39600;2020-05-28 10:57:43.433
CIUDADELA;Activo;MAGDALENA;18;48600;2020-05-28 11:35:44.827
ALTOS PLAN PAREJO;Activo;BOLIVAR;48;172800;2020-05-28 14:33:06.087
TURBACO;Activo;BOLIVAR;39,25;141300;2020-05-28 12:40:23.123
ARJONA;Activo;BOLIVAR;27,75;99900;2020-05-28 13:02:34.617
CRUZ;Activo;BOLIVAR;74,75;269100;2020-05-28 10:28:34.350
EDS EL RIO;Activo;MAGDALENA;59,25;159975;2020-05-28 12:45:06.960
PUERTO COLOMBIA;Activo;ATLANTICO;67,2;241920;2020-05-28 13:23:44.560
RODADERO 2;Inactivo;MAGDALENA;31,5;85050;2020-05-28 13:36:13.283
GAIRA;Inactivo;MAGDALENA;14,25;38475;2020-05-28 14:07:05.750
DON ROBERTO;Activo;ATLANTICO;39,25;141300;2020-05-28 14:15:53.867
PORVENIR;Activo;ATLANTICO;9,5;34200;2020-05-28 14:26:00.220
JARDIN;Activo;MAGDALENA;44,5;120150;2020-05-28 14:50:06.333
DON LEON;Activo;ATLANTICO;33,25;119700;2020-05-28 15:05:13.780
PANDO;Inactivo;MAGDALENA;4;10800;2020-05-28 15:28:11.497
CASTELLANA;Inactivo;BOLIVAR;22;79200;2020-05-29 06:13:37.823
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;61;244000;2020-05-29 07:15:24.757
GALICIA;Activo;MAGDALENA;0,75;2025;2020-05-29 07:40:05.533
EDS EL RIO;Activo;MAGDALENA;33,5;90450;2020-05-29 07:47:55.003
JARDIN;Activo;MAGDALENA;55,5;149850;2020-05-29 08:04:19.707
DELICIAS;Inactivo;MAGDALENA;30;81000;2020-05-29 08:34:31.143
ALMENDROS;Inactivo;MAGDALENA;0;0;2020-05-28 10:56:34.237
PESCAITO;Inactivo;MAGDALENA;21,5;58050;2020-05-29 09:30:16.210
OLAYA;Inactivo;MAGDALENA;10,5;28350;2020-05-29 09:40:11.070
ALCAZARES;Inactivo;MAGDALENA;52,25;141075;2020-05-29 10:38:06.790
BAVARIA;Inactivo;MAGDALENA;15,75;42525;2020-05-29 10:53:20.627
CALLE 30;Inactivo;MAGDALENA;0;0;2020-05-29 11:09:26.287
MANZANARES;Activo;MAGDALENA;24,5;66150;2020-05-29 11:17:21.447
RODADERO 2;Inactivo;MAGDALENA;26;70200;2020-05-29 11:32:31.930
GAIRA;Inactivo;MAGDALENA;20,5;55350;2020-05-29 11:45:45.820
CURINCA;Inactivo;MAGDALENA;28;75600;2020-05-29 12:08:33.010
UNIMAGDALENA;Activo;MAGDALENA;20,5;55350;2020-05-29 12:18:22.380
CIUDADELA;Activo;MAGDALENA;19,75;53325;2020-05-29 12:32:06.200
PANDO;Inactivo;MAGDALENA;2;5400;2020-05-29 12:41:43.037
CIUDAD DEL SOL;Inactivo;MAGDALENA;20,25;54675;2020-05-29 13:02:32.737
MIRA CAMPESTRE;Inactivo;MAGDALENA;17,5;47250;2020-05-29 13:11:34.803
YUCAL;Activo;MAGDALENA;19,5;52650;2020-05-29 13:23:17.360
YUCAL;Activo;MAGDALENA;22;59400;2020-05-31 08:07:51.330
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;18;72000;2020-05-31 08:57:10.577
MIRA CAMPESTRE;Inactivo;MAGDALENA;26,25;70875;2020-05-31 09:38:05.240
CIUDAD DEL SOL;Inactivo;MAGDALENA;20;54000;2020-05-31 09:56:31.620
CURINCA;Inactivo;MAGDALENA;25,5;68850;2020-05-31 10:14:23.963
JARDIN;Activo;MAGDALENA;49,75;134325;2020-05-31 10:17:04.357
UNIMAGDALENA;Activo;MAGDALENA;19;51300;2020-05-31 10:37:26.980
EDS EL RIO;Activo;MAGDALENA;50,25;135675;2020-05-31 10:52:51.367
GALICIA;Activo;MAGDALENA;2,25;6075;2020-05-31 11:03:40.247
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;42;168000;2020-05-31 11:27:35.890
ALMENDROS;Inactivo;MAGDALENA;14;37800;2020-05-31 11:34:03.840
MANZANARES;Activo;MAGDALENA;16,75;45225;2020-05-31 11:41:59.157
DELICIAS;Inactivo;MAGDALENA;45;121500;2020-05-31 11:50:20.503
3K;Activo;ATLANTICO;80,5;289800;2020-05-31 11:51:37.547
PARAISO;Inactivo;ATLANTICO;19,25;69300;2020-05-31 12:17:50.553
GAIRA;Inactivo;MAGDALENA;29,5;79650;2020-05-31 12:22:43.093
EL REY;Activo;ATLANTICO;72,75;261900;2020-05-31 12:44:13.637
CALLE 30;Inactivo;MAGDALENA;34;91800;2020-05-31 12:55:51.327
BAVARIA;Inactivo;MAGDALENA;34,5;93150;2020-05-31 13:08:20.833
ALCAZARES;Inactivo;MAGDALENA;38,25;103275;2020-05-31 13:43:30.943
PESCAITO;Inactivo;MAGDALENA;24;64800;2020-05-31 13:53:10.407
ALTOS PLAN PAREJO;Activo;BOLIVAR;156,5;563400;2020-05-31 14:33:06.087
TURBACO;Activo;BOLIVAR;60;216000;2020-05-31 12:40:23.123
PLAN PAREJO;Inactivo;BOLIVAR;67,25;242100;2020-05-31 08:18:49.770
OLAYA;Inactivo;MAGDALENA;10,25;27675;2020-05-31 14:19:40.663
CASTELLANA;Inactivo;BOLIVAR;2,5;9000;2020-05-31 06:13:37.823
FERROCARRIL;Activo;MAGDALENA;67,25;181575;2020-05-31 14:35:57.580
DON LEON;Activo;ATLANTICO;58;208800;2020-05-31 14:40:16.853
PORVENIR;Activo;ATLANTICO;43,75;157500;2020-05-31 14:52:57.633
CRUZ;Activo;BOLIVAR;184,25;663300;2020-05-31 10:28:34.350
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;47,5;171000;2020-05-31 12:53:15.813
DON ROBERTO;Activo;ATLANTICO;132,25;476100;2020-05-31 15:12:25.360
GRANJA;Activo;BOLIVAR;286,25;1030500;2020-05-31 09:56:37.500
PUERTO COLOMBIA;Activo;ATLANTICO;196,8;708480;2020-05-31 15:51:55.270
PANDO;Inactivo;MAGDALENA;5;13500;2020-05-31 15:51:55.300
CIUDADELA;Activo;MAGDALENA;32,25;87075;2020-05-31 16:01:48.067
MARIA AUXILIADORA;Activo;ATLANTICO;29,5;106200;2020-05-31 17:18:17.440
BOKOBA;Inactivo;ATLANTICO;64,75;233100;2020-05-31 18:27:10.050
CASTELLANA;Inactivo;BOLIVAR;20,5;73800;2020-06-01 06:20:08.170
PESCAITO;Inactivo;MAGDALENA;16;43200;2020-06-01 07:05:52.983
OLAYA;Inactivo;MAGDALENA;0,5;1350;2020-06-01 07:25:01.650
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;76;304000;2020-06-01 07:26:13.337
MARIA AUXILIADORA;Activo;ATLANTICO;6;21600;2020-06-01 08:44:51.427
CALLE 30;Inactivo;MAGDALENA;0;0;2020-06-01 09:14:42.673
ALCAZARES;Inactivo;MAGDALENA;17;45900;2020-06-01 09:15:51.367
TURBACO;Activo;BOLIVAR;10;36000;2020-06-01 12:40:23.123
ALTOS PLAN PAREJO;Activo;BOLIVAR;85,25;306900;2020-06-01 14:33:06.087
CRUZ;Activo;BOLIVAR;75;270000;2020-06-01 10:28:34.350
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;13;52000;2020-06-01 09:58:41.843
CURINCA;Inactivo;MAGDALENA;16,75;45225;2020-06-01 10:06:13.160
3K;Activo;ATLANTICO;38,75;139500;2020-06-01 10:19:06.473
PLAN PAREJO;Inactivo;BOLIVAR;27,25;98100;2020-06-01 08:18:49.770
DON LEON;Activo;ATLANTICO;18,75;67500;2020-06-01 10:45:24.763
GAIRA;Inactivo;MAGDALENA;13,25;35775;2020-06-01 10:46:35.373
RODADERO 2;Inactivo;MAGDALENA;67,25;181575;2020-06-01 11:00:55.850
PORVENIR;Activo;ATLANTICO;9,75;35100;2020-06-01 11:03:29.493
PARAISO;Inactivo;ATLANTICO;10,5;37800;2020-06-01 11:14:55.830
EL REY;Activo;ATLANTICO;26,75;96300;2020-06-01 11:23:37.630
MANZANARES;Activo;MAGDALENA;19,5;52650;2020-06-01 11:26:38.833
YUCAL;Activo;MAGDALENA;22,75;61425;2020-06-01 11:45:47.950
PUERTO COLOMBIA;Activo;ATLANTICO;70,4;253440;2020-06-01 12:02:38.880
FERROCARRIL;Activo;MAGDALENA;27,25;73575;2020-06-01 12:04:27.823
DELICIAS;Inactivo;MAGDALENA;29;78300;2020-06-01 12:14:57.403
ALMENDROS;Inactivo;MAGDALENA;0;0;2020-06-01 12:32:29.647
JARDIN;Activo;MAGDALENA;39;105300;2020-06-01 12:48:07.267
GALICIA;Activo;MAGDALENA;0,5;1350;2020-06-01 13:02:10.353
DON ROBERTO;Activo;ATLANTICO;29,5;106200;2020-06-01 13:05:32.857
MIRA CAMPESTRE;Inactivo;MAGDALENA;23,25;62775;2020-06-01 14:39:57.327
CIUDAD DEL SOL;Inactivo;MAGDALENA;13,75;37125;2020-06-01 14:56:02.030
UNIMAGDALENA;Activo;MAGDALENA;25;67500;2020-06-01 15:09:30.003
GRANJA;Activo;BOLIVAR;65;234000;2020-06-01 09:56:37.500
BAVARIA;Inactivo;MAGDALENA;19;51300;2020-06-01 15:45:04.293
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;10,75;38700;2020-06-01 12:53:15.813
BOKOBA;Inactivo;ATLANTICO;14,25;51300;2020-06-01 16:03:22.313
PANDO;Inactivo;MAGDALENA;4;10800;2020-06-01 16:06:22.067
CIUDADELA;Activo;MAGDALENA;15,5;41850;2020-06-01 16:11:14.963
EDS EL RIO;Activo;MAGDALENA;66,5;179550;2020-06-01 18:58:26.240
FERROCARRIL;Activo;MAGDALENA;11,75;31725;2020-06-02 06:56:57.473
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;72,75;291000;2020-06-02 07:27:56.527
UNIMAGDALENA;Activo;MAGDALENA;10;27000;2020-06-02 07:40:56.357
DELICIAS;Inactivo;MAGDALENA;26,25;70875;2020-06-02 07:48:19.863
CURINCA;Inactivo;MAGDALENA;10,25;27675;2020-06-02 08:00:22.260
JARDIN;Activo;MAGDALENA;60,75;164025;2020-06-02 08:39:48.907
BOKOBA;Inactivo;ATLANTICO;9;32400;2020-06-02 08:40:34.317
CIUDAD DEL SOL;Inactivo;MAGDALENA;8,5;22950;2020-06-02 08:42:08.533
MIRA CAMPESTRE;Inactivo;MAGDALENA;16,75;45225;2020-06-02 08:55:52.913
3K;Activo;ATLANTICO;50,5;181800;2020-06-02 09:44:31.923
PARAISO;Inactivo;ATLANTICO;17,25;62100;2020-06-02 10:02:11.523
GRANJA;Activo;BOLIVAR;133,25;479700;2020-06-02 09:56:37.500
EL REY;Activo;ATLANTICO;11,5;41400;2020-06-02 10:08:29.893
DON ROBERTO;Activo;ATLANTICO;22,5;81000;2020-06-02 10:36:00.267
YUCAL;Activo;MAGDALENA;30,25;81675;2020-06-02 10:53:27.840
PORVENIR;Activo;ATLANTICO;17;61200;2020-06-02 10:54:23.637
DON LEON;Activo;ATLANTICO;32;115200;2020-06-02 11:12:18.570
CIUDADELA;Activo;MAGDALENA;12;32400;2020-06-02 11:37:44.690
ALTOS PLAN PAREJO;Activo;BOLIVAR;94,75;341100;2020-06-02 14:33:06.087
PLAN PAREJO;Inactivo;BOLIVAR;35,25;126900;2020-06-02 08:18:49.770
OLAYA;Inactivo;MAGDALENA;10,75;29025;2020-06-02 11:54:53.780
TURBACO;Activo;BOLIVAR;41,5;149400;2020-06-02 12:40:23.123
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;37;148000;2020-06-02 11:56:15.407
PANDO;Inactivo;MAGDALENA;3;8100;2020-06-02 16:06:22.067
CRUZ;Activo;BOLIVAR;99,25;357300;2020-06-02 10:28:34.350
MANZANARES;Activo;MAGDALENA;19;51300;2020-06-02 12:07:23.547
EDS EL RIO;Activo;MAGDALENA;19,5;52650;2020-06-02 13:10:37.330
PUERTO COLOMBIA;Activo;ATLANTICO;94,2;339120;2020-06-02 14:21:00.950
BAVARIA;Inactivo;MAGDALENA;5,25;14175;2020-06-02 15:45:04.293
ARJONA;Activo;BOLIVAR;5;18000;2020-06-02 13:02:34.617
CALLE 30;Inactivo;MAGDALENA;0;0;2020-06-02 15:35:11.373
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;35,5;127800;2020-06-02 12:53:15.813
ALCAZARES;Inactivo;MAGDALENA;32,25;87075;2020-06-02 15:57:46.677
MARIA AUXILIADORA;Activo;ATLANTICO;10,75;38700;2020-06-02 16:08:35.687
GAIRA;Inactivo;MAGDALENA;43;116100;2020-06-02 16:11:09.880
RODADERO 2;Inactivo;MAGDALENA;35,25;95175;2020-06-02 16:24:01.340
CASTELLANA;Inactivo;BOLIVAR;12,5;45000;2020-06-02 16:42:56.113
ALMENDROS;Inactivo;MAGDALENA;0;0;2020-06-02 19:52:56.257
GALICIA;Activo;MAGDALENA;49,5;133650;2020-06-02 20:07:07.817
CASTELLANA;Inactivo;BOLIVAR;3;10800;2020-06-03 06:32:05.390
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;63;252000;2020-06-03 07:18:23.703
MIRA CAMPESTRE;Inactivo;MAGDALENA;23;62100;2020-06-03 08:49:02.323
CIUDAD DEL SOL;Inactivo;MAGDALENA;24,75;66825;2020-06-03 09:00:00.330
CURINCA;Inactivo;MAGDALENA;23;62100;2020-06-03 09:08:57.410
UNIMAGDALENA;Activo;MAGDALENA;16;43200;2020-06-03 09:20:45.443
GRANJA;Activo;BOLIVAR;98;352800;2020-06-03 09:24:32.573
TURBACO;Activo;BOLIVAR;12,25;44100;2020-06-03 09:43:24.217
CRUZ;Activo;BOLIVAR;17,25;62100;2020-06-03 09:52:21.950
ALTOS PLAN PAREJO;Activo;BOLIVAR;48,5;174600;2020-06-03 10:10:44.450
PLAN PAREJO;Inactivo;BOLIVAR;18,25;65700;2020-06-03 10:15:11.530
MANZANARES;Activo;MAGDALENA;19,5;52650;2020-06-03 11:05:19.200
BAVARIA;Inactivo;MAGDALENA;28;75600;2020-06-03 11:19:44.253
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;7,5;27000;2020-06-03 11:20:13.010
RODADERO 2;Inactivo;MAGDALENA;30,75;83025;2020-06-03 11:20:53.370
ZONA FRANCA BARRANQUILLA;Inactivo;ATLANTICO;42;168000;2020-06-03 11:22:56.663
ARJONA;Activo;BOLIVAR;20,75;74700;2020-06-03 11:27:15.323
